,Category,Guidelines,Priority,Count,Line,Description,Detail,Help,URL,Target URL,Reference,Source,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Index,Status,Date_Found,Date_Fixed
0,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,3,626 679 709 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/discover/publication,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,0,,03.30,N/A
1,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,4,645 669 680 693 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/workflow,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,1,,03.30,N/A
2,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,21323 21346 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/workflow/create,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,2,,03.30,N/A
3,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 1994 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/0,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,3,,03.30,N/A
4,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 503 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/0,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,4,,03.30,N/A
5,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 74 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/1,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,5,,03.30,N/A
6,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 98 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/1,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,6,,03.30,N/A
7,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 219 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/2,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,7,,03.30,N/A
8,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 357 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/2,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,8,,03.30,N/A
9,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 83 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/3,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,9,,03.30,N/A
10,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 114 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/3,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,10,,03.30,N/A
11,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 224 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/4,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,11,,03.30,N/A
12,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 193 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/4,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,12,,03.30,N/A
13,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 248 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/5,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,13,,03.30,N/A
14,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 157 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/5,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,14,,03.30,N/A
15,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 131 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/6,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,15,,03.30,N/A
16,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 199 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/6,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,16,,03.30,N/A
17,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 120 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/7,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,17,,03.30,N/A
18,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 112 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/7,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,18,,03.30,N/A
19,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 204 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/8,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,1,,,,,,,19,,03.30,N/A
0,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,3,626 679 709 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/discover/publication,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,0.0,,,,,,20,,3.3,N/A
1,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,4,645 669 680 693 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/workflow,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,1.0,,,,,,21,,3.3,N/A
2,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,21323 21346 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/workflow/create,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,2.0,,,,,,22,,3.3,N/A
3,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 1994 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/0,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,3.0,,,,,,23,,3.3,N/A
4,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 503 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/0,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,4.0,,,,,,24,,3.3,N/A
5,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 74 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/1,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,5.0,,,,,,25,,3.3,N/A
6,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 98 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/1,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,6.0,,,,,,26,,3.3,N/A
7,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 219 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/2,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,7.0,,,,,,27,,3.3,N/A
8,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 357 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/2,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,8.0,,,,,,28,,3.3,N/A
9,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 83 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/3,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,9.0,,,,,,29,,3.3,N/A
10,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 114 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/3,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,10.0,,,,,,30,,3.3,N/A
11,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 224 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/4,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,11.0,,,,,,31,,3.3,N/A
12,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 193 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/4,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,12.0,,,,,,32,,3.3,N/A
13,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 248 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/5,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,13.0,,,,,,33,,3.3,N/A
14,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 157 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/5,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,14.0,,,,,,34,,3.3,N/A
15,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 131 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/6,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,15.0,,,,,,35,,3.3,N/A
16,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 199 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/6,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,16.0,,,,,,36,,3.3,N/A
17,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 120 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/7,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,17.0,,,,,,37,,3.3,N/A
18,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 112 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/7,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,18.0,,,,,,38,,3.3,N/A
19,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 204 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/8,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,19.0,,,,,,39,,3.3,N/A
40,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,3,626 679 709 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/discover/publication,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,40.0,40.0,20.0,0.0,0.0,,60,Fixed,3.2,3.3
41,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,4,645 669 680 693 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/workflow,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,41.0,41.0,21.0,1.0,1.0,,61,Fixed,3.2,3.3
